"user_id","platform","cluster_id","baseline_activity","signup_cohort","pre_metric"
1161,"ios",188,0.77940038894551,"cohort_C",0.157718379156856
1162,"android",71,2.78127334429489,"cohort_A",2.69110383272881
1163,"ios",42,8.05212250514808,"cohort_C",8.73181408729583
1164,"android",167,8.86922687055138,"cohort_C",9.03875344940802
1165,"android",97,4.60943750522575,"cohort_A",5.14062088101815
1166,"android",83,4.98233692998135,"cohort_A",4.25379863687774
1167,"ios",404,10.7710095064194,"cohort_B",11.5153216853538
1168,"android",325,0.174810593387849,"cohort_A",-0.23888271402326
1169,"android",427,4.79081700783262,"cohort_A",4.48887323264092
1170,"web",191,3.74641241769765,"cohort_A",4.19338512747086
1171,"ios",180,3.07843357234555,"cohort_B",2.71719719502457
1172,"ios",373,1.69189817393418,"cohort_C",1.8236546602893
1173,"ios",289,2.69324629551149,"cohort_C",3.15284717392534
1174,"web",37,0.732219402253804,"cohort_B",1.39068087531814
1175,"android",99,2.54269584464258,"cohort_A",2.52976646376891
1176,"ios",144,1.71524205073847,"cohort_A",1.59978851822129
1177,"web",79,3.82094230688974,"cohort_C",4.05880477124517
1178,"ios",11,6.97451944765863,"cohort_B",6.7489941406512
1179,"android",125,4.12182190455816,"cohort_C",4.39584900780215
1180,"ios",257,2.55632628159206,"cohort_A",1.9851167672803
1181,"android",426,3.88023456243955,"cohort_C",3.6728147988212
1182,"android",296,5.73982843195918,"cohort_C",5.90899032804631
1183,"ios",417,3.68375123589314,"cohort_C",3.63359996425494
1184,"web",329,1.90080978592033,"cohort_B",1.16651655895017
1185,"web",361,3.36617155834739,"cohort_B",2.77431880423801
1186,"android",482,9.23821558485835,"cohort_B",9.74460849184543
1187,"ios",141,1.48903124004857,"cohort_A",1.98421954225449
1188,"web",25,2.06449889721719,"cohort_A",2.70108117565049
1189,"ios",391,4.50098821434109,"cohort_C",4.06829413818013
1190,"ios",88,5.9869441790041,"cohort_B",5.54838894891722
1191,"android",113,5.11957759932824,"cohort_A",5.4600647105099
1192,"ios",262,4.1515982858458,"cohort_A",4.31084515148273
1193,"ios",417,3.94430294904365,"cohort_C",2.97182026517174
1194,"web",307,2.77505974325682,"cohort_B",1.81362350744274
1195,"android",262,1.13457833397947,"cohort_A",0.766393849714882
1196,"android",248,3.59940628524286,"cohort_B",4.4232676456817
1197,"web",430,8.69834626056472,"cohort_A",8.96041222449434
1198,"android",73,4.36270728195044,"cohort_A",4.32333898731348
1199,"web",201,3.23551435807571,"cohort_B",3.67733746271488
1200,"ios",490,4.28800529081193,"cohort_B",4.46759002355985
1201,"web",257,0.696592225395688,"cohort_C",0.265221418312253
1202,"web",44,5.40506891665693,"cohort_A",6.12794241014882
1203,"ios",66,2.11257293969668,"cohort_B",2.10041419308827
1204,"web",173,4.67345184695273,"cohort_B",4.05062413602486
1205,"ios",319,5.10669366655461,"cohort_A",4.56296075816697
1206,"web",319,2.80915511950978,"cohort_B",2.95791849673295
1207,"android",449,4.77859938470291,"cohort_C",5.41901983478868
1208,"android",251,4.12449541243242,"cohort_A",4.75116737634679
1209,"web",464,11.3362952890456,"cohort_B",11.2759769613165
1210,"ios",174,4.87659956026666,"cohort_B",5.32654012434321
1211,"ios",190,2.63235622188355,"cohort_B",2.46928641326804
1212,"web",434,5.80183026133348,"cohort_A",5.70451645678444
1213,"android",43,4.29225789062176,"cohort_A",4.43361142124358
1214,"ios",37,1.48405620106644,"cohort_A",1.63268492570577
1215,"android",276,5.85705645081798,"cohort_B",6.15181272902404
1216,"web",435,2.84482993346715,"cohort_B",2.27271776121307
1217,"ios",293,5.37665485790019,"cohort_B",4.92448913303495
1218,"web",105,2.78183205330903,"cohort_A",2.79387160395669
1219,"android",134,2.61612006917478,"cohort_B",1.46301694782989
1220,"web",177,4.6747224291069,"cohort_A",4.71818334537248
1221,"android",237,2.40008428530385,"cohort_B",2.26363093649173
1222,"ios",47,0.849284633151603,"cohort_A",1.22547150021179
1223,"android",405,9.95496144714121,"cohort_A",9.97967849938513
1224,"web",67,9.64064432752061,"cohort_C",9.30818704150719
1225,"web",195,3.76738458658248,"cohort_B",3.93684474162952
1226,"android",495,1.4121091051394,"cohort_B",1.72012282825303
1227,"ios",96,3.11961671811085,"cohort_C",2.93269749551285
1228,"android",472,3.76326549344895,"cohort_C",3.8548785396937
1229,"web",183,1.15378451152938,"cohort_B",1.36220576777897
1230,"ios",483,2.33296845594983,"cohort_A",2.58382816176284
1231,"android",483,3.1491423786683,"cohort_B",2.57008735431716
1232,"android",442,9.58731957249623,"cohort_B",8.1726280042285
1233,"android",164,1.85433011047028,"cohort_B",2.78465817991999
1234,"ios",407,5.13757490600071,"cohort_B",5.11410335887617
1235,"android",342,2.04267164348458,"cohort_C",2.0992113306082
1236,"android",150,4.20076141846885,"cohort_B",4.33188746871065
1237,"android",452,2.87059575384312,"cohort_C",2.47164396182785
1238,"web",496,1.56797639799825,"cohort_A",0.7661140641995
1239,"web",339,8.7915794054861,"cohort_C",8.56776168283336
1240,"android",3,4.65274852824323,"cohort_A",4.92100265062795
1241,"android",339,7.00725706139259,"cohort_A",7.132720326337
1242,"android",437,0.843681726120279,"cohort_A",0.829893620949466
1243,"ios",410,3.30602509366921,"cohort_A",3.52967631198933
1244,"ios",180,2.37393353150168,"cohort_B",2.1839502205896
1245,"web",275,3.12482975983339,"cohort_A",2.99648783385545
1246,"android",186,2.34491755815717,"cohort_B",3.26386477847572
1247,"ios",112,1.26218732489022,"cohort_A",1.41900661140302
1248,"android",56,2.53473931399809,"cohort_B",1.92336584652253
1249,"android",488,5.7976629311511,"cohort_B",6.63461852676332
1250,"web",332,2.83103791669485,"cohort_B",2.56678075994866
1251,"web",76,3.76828075532805,"cohort_B",3.28384788006345
1252,"ios",478,1.64007485700201,"cohort_B",1.56360973393682
1253,"ios",126,1.24287199656309,"cohort_B",0.535221766097636
1254,"android",10,5.24870319071841,"cohort_A",6.18683424094236
1255,"android",52,6.63186140622009,"cohort_A",6.0411332294714
1256,"web",132,1.72595647991293,"cohort_C",1.53122229408453
1257,"android",374,8.70653988726087,"cohort_A",9.42747157491016
1258,"android",302,8.07237067776052,"cohort_B",8.18598763680362
1259,"web",405,1.57909330037345,"cohort_A",2.63029091249318
1260,"ios",364,3.64106072824381,"cohort_B",3.52874547450862
1261,"android",56,3.24263066501169,"cohort_B",3.50411070774963
1262,"ios",466,3.61797509584759,"cohort_A",3.90661941368237
1263,"android",196,5.50217882351154,"cohort_C",6.00504923712747
1264,"android",464,0.628549306911249,"cohort_B",0.519849555770134
1265,"web",185,2.95629103483032,"cohort_C",2.60199642366133
1266,"android",199,1.22299668789591,"cohort_A",2.18574699284567
1267,"ios",203,1.49083669065249,"cohort_B",1.16062614307239
1268,"web",159,3.90779892998995,"cohort_B",4.35533883375908
1269,"android",236,5.13686490542056,"cohort_C",4.72152300764411
1270,"web",151,7.80557235257542,"cohort_C",8.02891001505291
1271,"android",352,8.0279431019301,"cohort_A",7.41927160502125
1272,"web",24,2.8151128762658,"cohort_A",2.8138974833917
1273,"ios",131,3.74935928902128,"cohort_B",3.36109940784058
1274,"ios",283,3.13128672217052,"cohort_B",2.6500828759386
1275,"web",342,4.30138237183233,"cohort_B",3.65592116171692
1276,"ios",428,7.93017603840831,"cohort_C",7.77018513741869
1277,"web",58,2.50874949394535,"cohort_B",3.03210818297416
1278,"ios",323,7.3967378041454,"cohort_B",7.50626265072699
1279,"android",33,2.94513647714789,"cohort_A",3.48567967667433
1280,"ios",298,3.55601696005145,"cohort_A",2.56511124675186
1281,"android",406,2.39461609222438,"cohort_A",2.1024382202452
1282,"web",396,4.35336428081618,"cohort_B",5.03630853245206
1283,"ios",233,3.86821733726798,"cohort_B",3.525644673607
1284,"web",148,2.23305240456991,"cohort_C",1.89333309070799
1285,"ios",330,3.97555613006189,"cohort_C",4.23450585870814
1286,"android",460,3.12376281549665,"cohort_B",3.46470593259734
1287,"web",326,0.447885469491186,"cohort_C",0.636644269514265
1288,"ios",135,1.37721687312907,"cohort_A",0.791915190761894
1289,"android",421,1.56944517806294,"cohort_B",1.64308649888013
1290,"ios",196,11.1895609688906,"cohort_B",10.9464149370297
1291,"web",335,4.7767731372512,"cohort_A",4.47083469954947
1292,"ios",457,13.5143141681771,"cohort_A",13.6768860113107
1293,"android",164,1.96627327670917,"cohort_A",1.2307901380799
1294,"web",83,1.84631537338511,"cohort_C",2.14575525165483
1295,"ios",137,4.33069154479549,"cohort_A",4.43455551447671
1296,"android",399,2.20560323593386,"cohort_A",2.69654847075402
1297,"web",424,5.0218274328191,"cohort_B",4.89408597165343
1298,"web",386,7.8880681336449,"cohort_A",7.72874182639322
1299,"web",76,7.2157007767444,"cohort_B",6.87350760802923
1300,"ios",130,4.76250750251829,"cohort_A",5.19662074746033
1301,"android",46,3.3965548993579,"cohort_A",3.85865469395569
1302,"ios",143,1.7798181048187,"cohort_B",0.821531499647289
1303,"ios",461,0.235696193797724,"cohort_B",0.115229965745525
1304,"web",163,2.78953410612892,"cohort_C",2.62991444400883
1305,"web",69,2.03528032248926,"cohort_A",2.04320922015165
1306,"ios",395,3.53178858731251,"cohort_B",2.35361089766009
1307,"android",393,1.51070113621773,"cohort_B",1.58543871751041
1308,"android",465,0.850757614233428,"cohort_A",1.42435269172068
1309,"ios",46,1.61967559020575,"cohort_B",0.89107978870576
1310,"android",111,4.35978041137376,"cohort_C",3.98739670753957
1311,"android",310,10.1279703304237,"cohort_B",9.36588662515636
1312,"ios",142,4.6058745123216,"cohort_A",4.75820742540017
1313,"web",5,2.08386235644927,"cohort_B",1.52411020496471
1314,"android",415,2.09367994290784,"cohort_C",2.31881687981181
1315,"web",359,15.6223570379315,"cohort_A",15.3116286778694
1316,"android",144,3.04624622031904,"cohort_C",3.2147362886364
1317,"web",469,2.60898095365504,"cohort_B",2.64833801120848
1318,"android",168,3.92440080760034,"cohort_C",3.63329849455393
1319,"ios",344,2.76211810482718,"cohort_A",2.77242847640744
1320,"android",462,11.3271300517656,"cohort_A",12.3419219001013
1321,"web",405,1.56906797377468,"cohort_B",2.52242434026581
1322,"android",379,1.63130821233128,"cohort_B",1.9507233392285
1323,"web",485,1.89780516249293,"cohort_A",1.63528043075991
1324,"ios",102,0.808034278530391,"cohort_A",1.4201171854295
1325,"web",96,3.19522874817208,"cohort_C",4.43151923900576
1326,"ios",350,3.69025136693807,"cohort_B",3.83178700211046
1327,"ios",330,0.678608061703733,"cohort_C",0.673545300609842
1328,"ios",92,4.8915065889448,"cohort_B",4.50418398537567
1329,"android",162,1.72157093742675,"cohort_B",1.73666238682325
1330,"ios",468,8.02096112665551,"cohort_A",8.99101179940156
1331,"ios",120,2.68043577091089,"cohort_C",2.09214166029849
1332,"android",49,0.909657226000749,"cohort_A",0.798818586176323
1333,"ios",377,2.94415849298096,"cohort_A",2.88573406974792
1334,"ios",52,11.5961316176747,"cohort_A",12.3631002803525
1335,"ios",73,3.22346122772914,"cohort_A",4.18157672094252
1336,"android",312,6.41409969719609,"cohort_B",5.83071093966099
1337,"web",111,5.21616523071608,"cohort_A",5.17340284917544
1338,"web",70,4.00630303519371,"cohort_C",4.53453642760956
1339,"web",399,0.280736494439884,"cohort_A",0.225852232893815
1340,"ios",494,1.0809226231717,"cohort_A",1.16562510041045
1341,"android",402,3.15270426945811,"cohort_B",2.52066499097253
1342,"ios",234,7.58547278548782,"cohort_A",7.22240418460223
1343,"ios",272,1.32866714143228,"cohort_C",1.6060257868721
1344,"android",225,1.20410532956259,"cohort_A",0.179581364938499
1345,"ios",327,0.152506168847265,"cohort_C",-0.59958213304032
1346,"web",116,4.52172975258738,"cohort_B",3.53888606394742
1347,"android",101,1.4916061655145,"cohort_B",1.81790228322505
1348,"ios",172,10.7969253494291,"cohort_B",11.3679506221204
1349,"ios",373,6.96201967011144,"cohort_A",7.26461718086215
1350,"ios",354,3.17981222826304,"cohort_A",3.90980862687673
1351,"android",245,2.08137726489679,"cohort_A",2.50949334849726
1352,"android",370,0.966445677330074,"cohort_B",0.409543556130672
1353,"android",288,5.83581409740592,"cohort_A",6.23980113806868
1354,"android",238,6.18917863623531,"cohort_B",7.20398124060751
1355,"android",185,0.365580274922673,"cohort_A",-0.621876652579438
1356,"ios",135,3.18282689352206,"cohort_B",3.06670651317513
1357,"android",495,1.92099097067422,"cohort_A",1.56882623860973
1358,"web",292,4.35020420955535,"cohort_A",4.50599182885617
1359,"android",308,9.38743623479335,"cohort_B",8.60352846825281
1360,"ios",243,5.33677559017458,"cohort_B",5.30019459841274
1361,"ios",45,6.15298324540016,"cohort_B",5.93729681552613
1362,"android",407,4.06586678766217,"cohort_A",3.63997293143204
1363,"web",388,1.88469153813958,"cohort_A",2.42565136492946
1364,"ios",125,2.22326782575758,"cohort_A",1.73868361586893
1365,"android",160,3.30496304157888,"cohort_B",3.02014360941734
1366,"android",84,0.88830723034352,"cohort_B",0.735256592862819
1367,"android",345,1.93932481060417,"cohort_A",2.499445962029
1368,"ios",459,0.786057854124862,"cohort_C",1.02532361550091
1369,"android",4,2.50329592305606,"cohort_A",2.66467449539798
1370,"android",226,8.24505850139493,"cohort_C",8.78904430260669
1371,"android",239,8.61261784578539,"cohort_B",8.93473590247265
1372,"android",261,4.5176102671867,"cohort_C",3.30701991707431
1373,"ios",185,1.15924914672985,"cohort_C",0.516629980771712
1374,"ios",163,4.52397533696038,"cohort_B",4.7895520807101
1375,"ios",161,3.22103563118176,"cohort_B",2.90995192510958
1376,"web",192,1.76441021192905,"cohort_C",1.57026940246139
1377,"ios",150,2.59659063552269,"cohort_B",2.72783724450323
1378,"web",309,9.48831508436032,"cohort_A",9.71566646165889
1379,"android",235,2.75081902190187,"cohort_C",2.28678336564308
1380,"ios",59,2.72071815789461,"cohort_A",3.30528727902698
1381,"ios",193,4.74353452187155,"cohort_A",4.85695722114938
1382,"ios",388,2.77330261965386,"cohort_A",2.86416758529344
1383,"web",212,5.68153004665074,"cohort_B",6.14651034466875
1384,"android",357,6.14098980115035,"cohort_B",6.4934142724679
1385,"web",379,4.04403492094559,"cohort_A",3.6033832394451
1386,"android",16,5.84783705279337,"cohort_A",5.53134164881529
1387,"android",92,7.36592472804499,"cohort_B",7.31017672925683
1388,"web",307,0.77140126367712,"cohort_C",0.48961813995848
1389,"android",224,3.24244195215142,"cohort_A",3.14311754999768
1390,"android",216,7.75672076844402,"cohort_A",8.06988321492337
1391,"web",426,4.1136318785788,"cohort_C",3.5973524231744
1392,"ios",309,4.21666813631602,"cohort_A",3.58320843457427
1393,"ios",276,3.46413714133496,"cohort_C",3.40742678980773
1394,"ios",100,2.79692461012937,"cohort_B",2.10990425899647
1395,"ios",165,3.64667290891037,"cohort_A",3.84206090336145
1396,"web",247,4.10354210721995,"cohort_A",4.42591552760707
1397,"ios",171,6.32697429651407,"cohort_C",6.93690556075068
1398,"ios",387,6.70314083789376,"cohort_B",6.24826380206604
1399,"android",445,0.954299872085752,"cohort_A",1.17398982406595
1400,"android",278,3.60574795649596,"cohort_A",3.99620090452218
1401,"android",290,4.40634883626916,"cohort_B",4.8688403968231
1402,"android",466,3.8774444621508,"cohort_A",3.95974726183265
1403,"android",376,7.92258335414856,"cohort_A",7.95875723783187
1404,"ios",205,4.65147584938752,"cohort_B",4.79452789451927
1405,"android",492,7.72223580925295,"cohort_A",7.93010452646802
1406,"web",363,3.51692411440742,"cohort_B",3.54154073136377
1407,"ios",416,0.479683131131442,"cohort_A",-0.28567391063861
1408,"web",92,1.56510747454796,"cohort_B",2.06515828397178
1409,"android",330,1.0847281476916,"cohort_B",2.14485431858797
1410,"web",190,2.21813891920185,"cohort_B",2.49026790538441
1411,"web",84,1.64161202161235,"cohort_B",1.70744009703502
1412,"web",372,1.99201892486376,"cohort_B",1.90587819253014
1413,"ios",441,1.94810506283578,"cohort_C",1.72271159551889
1414,"android",353,3.72339695866612,"cohort_B",3.39166689834721
1415,"android",25,3.99959833910026,"cohort_A",3.89883032724716
1416,"web",24,3.20232491498038,"cohort_C",3.11385528715963
1417,"ios",350,2.79280368616668,"cohort_C",3.36084695822151
1418,"android",131,4.92065676204346,"cohort_C",5.35246601670581
1419,"web",476,10.4848980710126,"cohort_B",10.3481243245542
1420,"android",20,4.67618014186883,"cohort_A",4.26218099288679
1421,"web",44,8.64650929061374,"cohort_B",8.93936212467636
1422,"ios",263,4.4936210027232,"cohort_A",5.04132699986562
1423,"ios",388,4.14463195248101,"cohort_A",3.3633661566047
1424,"web",489,6.88117044493851,"cohort_A",6.8743883536485
1425,"ios",367,3.86974035700892,"cohort_B",3.47373717257347
1426,"android",265,0.927368391020769,"cohort_B",0.840610070702257
1427,"ios",328,2.24841906978528,"cohort_A",2.95191839815267
1428,"web",432,4.99740650181072,"cohort_A",4.99926386692957
1429,"web",359,9.18425268638528,"cohort_B",8.4250882132076
1430,"ios",161,4.06139320099347,"cohort_B",3.86292006088366
1431,"web",15,3.15176488282563,"cohort_B",2.40861277806956
1432,"android",105,5.03598156718112,"cohort_A",5.28163036931859
1433,"web",124,6.16642547423682,"cohort_A",5.80859342726108
1434,"web",110,3.5046564594972,"cohort_C",3.70617171984828
1435,"ios",319,7.1417632422049,"cohort_C",7.65634129983503
1436,"ios",443,1.41633128295764,"cohort_B",2.47671680378096
1437,"ios",490,4.05213033048514,"cohort_B",3.92292662714497
1438,"web",489,8.46375081509924,"cohort_B",8.76884559863072
1439,"ios",398,7.82738425287983,"cohort_A",8.75026878318379
1440,"ios",76,3.75440329314245,"cohort_C",3.91602688022137
1441,"android",388,6.28263870990351,"cohort_B",6.17356343468768
1442,"ios",266,0.609462509959364,"cohort_C",0.362346316147186
1443,"android",454,2.91064291129808,"cohort_A",2.95098705290047
1444,"ios",89,2.27938751446166,"cohort_A",2.68901418387212
1445,"web",70,3.91140823078692,"cohort_B",3.89852364985897
1446,"web",246,6.28060716263203,"cohort_B",6.22018253869342
1447,"android",233,0.816268848863012,"cohort_A",0.236340257794508
1448,"ios",210,3.82323180989462,"cohort_C",4.43087114764514
1449,"ios",67,1.06352588064269,"cohort_C",1.54063993773402
1450,"android",365,3.62059512339783,"cohort_C",3.99497514403769
1451,"ios",214,2.21387872578873,"cohort_B",2.60525226367689
1452,"web",407,7.80924918319042,"cohort_B",7.6364906748911
1453,"web",165,5.9500395565002,"cohort_B",6.10178618524478
1454,"android",182,2.63055224750205,"cohort_C",2.49461160506966
1455,"ios",264,1.13145074192455,"cohort_A",0.741575248480704
1456,"web",213,3.59445725003458,"cohort_C",3.0923535741153
1457,"android",494,7.55193786476083,"cohort_A",7.55497649449283
1458,"web",121,3.73072773063192,"cohort_B",3.13975889218254
1459,"web",333,2.79997739825143,"cohort_C",3.04952745656179
1460,"android",412,4.81851280601113,"cohort_A",4.53788111125541
1461,"web",313,0.58923043681006,"cohort_B",0.838344628815062
1462,"web",224,5.63781840894353,"cohort_B",5.68708019243975
1463,"web",169,4.26565709486941,"cohort_A",4.50991605326364
1464,"android",252,5.50291170377969,"cohort_B",6.50588237075532
1465,"android",283,1.28744046572841,"cohort_A",1.28098025842721
1466,"web",287,4.35875458639431,"cohort_A",5.00079581739572
1467,"web",227,3.20307512107937,"cohort_A",2.89418181705493
1468,"android",274,2.21956927689254,"cohort_C",2.47216528667245
1469,"ios",117,4.51289853688247,"cohort_B",4.40891805017954
1470,"ios",72,2.81273967697042,"cohort_C",2.80686147354442
1471,"web",423,3.26697458141915,"cohort_C",3.47651309709914
1472,"android",38,2.12945071490617,"cohort_B",3.41100998034513
1473,"web",354,3.20856609417903,"cohort_B",3.02372804091631
1474,"ios",336,4.4649807729253,"cohort_C",4.08498930643925
1475,"ios",494,0.0466324662390948,"cohort_A",-0.467313139059342
1476,"web",271,2.55245497962569,"cohort_B",2.00465860655234
1477,"ios",287,0.899847820341954,"cohort_B",1.41285051751462
1478,"web",165,3.78744944362485,"cohort_A",4.52668366434498
1479,"web",234,3.18551375605283,"cohort_C",2.7691827730038
1480,"web",78,1.72046879490715,"cohort_A",1.68866603315652
1481,"web",218,6.40669379494056,"cohort_B",5.03158096743354
1482,"android",198,2.95156440933707,"cohort_A",3.18955133519775
1483,"web",333,4.74615223238458,"cohort_C",5.00123023165455
1484,"web",161,4.29134048414847,"cohort_B",4.0096327294498
1485,"web",153,2.33625375569646,"cohort_A",2.27017769961233
1486,"android",106,4.87713995699472,"cohort_B",4.74659032144622
1487,"web",21,4.22811995166494,"cohort_C",4.16278159633082
1488,"ios",304,2.4447626118595,"cohort_B",1.76961901142995
1489,"ios",370,3.64841079885386,"cohort_B",3.41008865148516
1490,"web",216,3.42246507560727,"cohort_C",3.8119323978883
1491,"android",300,1.14139188328295,"cohort_A",1.40911264350205
1492,"android",21,2.42865186551458,"cohort_C",2.7875766238022
1493,"web",213,6.54159454698958,"cohort_B",6.44435726322056
1494,"web",135,0.536437433254058,"cohort_C",1.55165502716778
1495,"android",247,1.09295199715452,"cohort_C",1.59811468362221
1496,"web",319,5.60792783919057,"cohort_C",5.89616663660222
1497,"web",302,11.6343967939138,"cohort_C",11.426402360069
1498,"android",171,1.68470161064118,"cohort_C",1.65510962542501
1499,"ios",75,5.83403812745802,"cohort_A",5.10860685468346
1500,"ios",310,2.40054917466403,"cohort_C",1.53991019622471
1501,"web",70,7.44196310878293,"cohort_A",8.1890790962129
1502,"web",454,4.01018470953134,"cohort_C",4.5222553925861
1503,"ios",388,2.61049114035238,"cohort_B",3.11010867573362
1504,"android",339,3.93468313684333,"cohort_A",4.17637675699094
1505,"ios",133,7.83825216181929,"cohort_C",8.05284091191725
1506,"ios",382,5.98009007334416,"cohort_C",6.30577131643574
1507,"ios",488,0.813358764258918,"cohort_A",0.664800327586333
1508,"ios",438,4.99360999112373,"cohort_C",5.21062159812728
1509,"ios",363,2.03648088459369,"cohort_A",1.97249253543013
1510,"ios",27,3.28882622994656,"cohort_A",2.14084152984751
1511,"ios",307,2.19053545277959,"cohort_B",2.0166709989686
1512,"web",433,1.55517881373229,"cohort_C",1.62504699462609
1513,"web",426,7.33968750291316,"cohort_B",7.58352456033053
1514,"android",493,1.95152668807945,"cohort_B",1.5530166814801
1515,"ios",3,0.972208011981072,"cohort_C",0.980684808190969
1516,"ios",432,3.71598056208453,"cohort_A",3.92457441588322
1517,"android",266,2.05561060887097,"cohort_B",2.25577833107763
1518,"ios",13,5.38190366635179,"cohort_B",4.92658517777786
1519,"ios",461,2.52756765320632,"cohort_A",2.36629948353081
1520,"android",330,2.22443764157486,"cohort_C",2.24965047189282
1521,"web",139,1.32870331844673,"cohort_C",1.72798498346934
1522,"android",230,4.14140976725155,"cohort_A",4.01263181204046
1523,"web",79,0.273193638051927,"cohort_B",-0.611609571795874
1524,"ios",148,0.700469001273696,"cohort_A",0.0203861453590356
1525,"web",395,3.08424549239297,"cohort_A",3.75742444446399
1526,"android",348,14.6454713592156,"cohort_A",14.387877835579
1527,"android",249,3.82938306927323,"cohort_B",3.37751268903768
1528,"ios",215,0.938990944040575,"cohort_A",1.34855324269474
1529,"ios",343,7.06545731258218,"cohort_B",7.173520791319
1530,"android",255,1.06261360622759,"cohort_B",1.28164760108643
1531,"web",28,7.11537626347474,"cohort_A",7.2393741928646
1532,"ios",99,4.71712906116198,"cohort_B",4.54751026586648
1533,"web",420,2.82308789198255,"cohort_B",2.56573895361708
1534,"ios",354,8.76176211527795,"cohort_A",8.79461460206401
1535,"ios",253,4.10467954997041,"cohort_A",4.32811965449365
1536,"android",367,2.37753385556897,"cohort_A",2.6409503732567
1537,"ios",431,3.98780922897134,"cohort_C",3.12979307323579
1538,"android",93,0.97312270271209,"cohort_B",0.650572515535342
1539,"web",57,5.53858229674371,"cohort_A",5.56048668159042
1540,"ios",398,5.0324166082442,"cohort_B",3.99092361162838
1541,"android",111,4.10853451816853,"cohort_A",4.55164545378588
1542,"web",397,3.8618199035367,"cohort_A",4.4459067574565
1543,"android",81,0.59296052540782,"cohort_C",0.401334148151476
1544,"ios",145,5.5816411587652,"cohort_C",5.388462148839
1545,"ios",115,0.569305743598413,"cohort_C",-0.165168721202368
1546,"android",127,13.4052581738023,"cohort_C",13.8014520274036
1547,"android",418,5.28798829992362,"cohort_B",5.70814446620962
1548,"ios",147,10.4341085519835,"cohort_A",10.4419129841006
1549,"ios",326,0.928773927447377,"cohort_B",0.00501851227070627
1550,"web",436,0.966484619701698,"cohort_B",0.888670228008635
1551,"web",152,5.63545373018966,"cohort_C",5.41962325862359
1552,"android",88,3.09887250004039,"cohort_C",2.70410878932445
1553,"ios",331,5.78239682981186,"cohort_B",5.88061638412675
1554,"ios",115,1.89487791748979,"cohort_A",1.02967656786451
1555,"ios",485,7.97807904273903,"cohort_B",6.76549704981632
1556,"android",457,3.17093256439297,"cohort_B",3.33910614352943
1557,"ios",233,3.21893065458096,"cohort_B",4.78724673123296
1558,"android",422,7.28480350141725,"cohort_B",7.32890579060921
1559,"ios",124,6.42402303984121,"cohort_C",6.34156818466924
1560,"web",228,6.33019266250183,"cohort_B",5.74780512390741
1561,"web",457,1.4202808413045,"cohort_B",1.93861429224925
1562,"android",131,7.12222734053901,"cohort_B",6.77320771100921
1563,"web",37,10.4210948512969,"cohort_C",10.5169503924793
1564,"android",57,2.99060240909521,"cohort_B",2.60620462229688
1565,"ios",368,8.22762423492165,"cohort_A",7.91629195972504
1566,"android",438,3.54842899562509,"cohort_C",3.56425622581726
1567,"android",40,0.426210920476839,"cohort_A",0.574786079515344
1568,"web",340,8.16569259328171,"cohort_A",7.59292764385031
1569,"android",44,5.28236104558982,"cohort_B",6.04337400461298
1570,"web",466,2.59807181108979,"cohort_B",3.06634836648773
1571,"android",234,5.85359753885094,"cohort_B",5.9882696321373
1572,"android",478,1.42332980907416,"cohort_B",1.65318989950588
1573,"web",318,3.49201650730807,"cohort_C",2.64489895272105
1574,"ios",483,1.87863355426885,"cohort_B",2.04875310250277
1575,"android",368,4.80954861392073,"cohort_A",4.8493071540163
1576,"web",305,7.15221747493198,"cohort_C",7.75768051254531
1577,"android",427,4.78585845887254,"cohort_B",4.24282084443083
1578,"ios",78,0.286289586486834,"cohort_A",-0.178220962424547
1579,"android",3,8.26255317588703,"cohort_C",8.46924006174999
1580,"ios",140,1.19804540434744,"cohort_C",0.825439817415576
1581,"ios",8,3.10351442602857,"cohort_A",3.07372098070938
1582,"android",296,7.40476862957896,"cohort_A",7.34112614540425
1583,"android",391,5.39443461298146,"cohort_B",5.33839447871564
1584,"android",353,5.60848448441988,"cohort_A",6.8979362933859
1585,"web",416,2.50018076563377,"cohort_B",2.42004323349104
1586,"ios",235,3.72947739199227,"cohort_A",4.10225888596516
1587,"ios",337,0.91416280868615,"cohort_B",1.94863267670458
1588,"ios",185,12.0301812374315,"cohort_A",11.8191158425028
1589,"ios",194,8.6805478645549,"cohort_A",8.58657091911743
1590,"android",113,3.00227916197065,"cohort_A",3.39022630733829
1591,"web",230,3.30779401602183,"cohort_B",3.79914586864544
1592,"web",205,4.23026155351679,"cohort_C",3.42627601023353
1593,"ios",409,1.46419802086944,"cohort_B",1.22607530803915
1594,"ios",208,2.92720335311571,"cohort_B",2.69620559786657
1595,"android",467,2.62236700394773,"cohort_A",1.75615661351273
1596,"android",474,5.37604889729427,"cohort_A",5.8459966557147
1597,"ios",392,3.29550687389965,"cohort_A",3.39249802193257
1598,"android",77,2.8105081610691,"cohort_B",3.76286767116797
1599,"web",138,0.91806345933149,"cohort_B",1.62812647885157
1600,"android",133,10.408927341147,"cohort_A",10.5511987762261
1601,"ios",102,3.95738922603595,"cohort_A",3.20170534012677
1602,"android",425,1.28407580718238,"cohort_B",1.18157012485662
1603,"android",432,3.17820116371505,"cohort_C",3.27010035892131
1604,"web",132,6.75781450060855,"cohort_B",7.15006580612884
1605,"web",324,1.59609118199701,"cohort_C",1.26579931787719
